# Distance  Fibre_OffAxis
5.41641642e-01 9.79728369e-05
5.42342342e-01 9.59458547e-05
5.43043043e-01 9.40007638e-05
5.43743744e-01 9.22020115e-05
5.44444444e-01 9.06140453e-05
5.45145145e-01 8.93013123e-05
5.45845846e-01 8.83282600e-05
5.46546547e-01 8.77593357e-05
5.47247247e-01 8.76395994e-05
5.47947948e-01 8.77002171e-05
5.48648649e-01 8.78263902e-05
5.49349349e-01 8.80056984e-05
5.50050050e-01 8.82257209e-05
5.50750751e-01 8.84740373e-05
5.51451451e-01 8.87382270e-05
5.52152152e-01 8.90058694e-05
5.52852853e-01 8.92645441e-05
5.53553554e-01 8.95025388e-05
5.54254254e-01 8.97582563e-05
5.54954955e-01 9.00528313e-05
5.55655656e-01 9.03770427e-05
5.56356356e-01 9.07216692e-05
5.57057057e-01 9.10774896e-05
5.57757758e-01 9.14352829e-05
5.58458458e-01 9.17858277e-05
5.59159159e-01 9.21199029e-05
5.59859860e-01 9.24282872e-05
5.60560561e-01 9.27017595e-05
5.61261261e-01 9.29310986e-05
5.61961962e-01 9.31070833e-05
5.62662663e-01 9.32204924e-05
5.63363363e-01 9.32621047e-05
5.64064064e-01 9.31775503e-05
5.64764765e-01 9.29208537e-05
5.65465465e-01 9.25052400e-05
5.66166166e-01 9.19439897e-05
5.66866867e-01 9.12503831e-05
5.67567568e-01 9.04377004e-05
5.68268268e-01 8.95192219e-05
5.68968969e-01 8.85082281e-05
5.69669670e-01 8.74179991e-05
5.70370370e-01 8.62618153e-05
5.71071071e-01 8.50529571e-05
5.71771772e-01 8.38047046e-05
5.72472472e-01 8.25303383e-05
5.73173173e-01 8.12431384e-05
5.73873874e-01 7.99563852e-05
5.74574575e-01 7.86833591e-05
5.75275275e-01 7.74373404e-05
5.75975976e-01 7.62316093e-05
5.76676677e-01 7.50247182e-05
5.77377377e-01 7.36494413e-05
5.78078078e-01 7.21376736e-05
5.78778779e-01 7.05398674e-05
5.79479479e-01 6.89064751e-05
5.80180180e-01 6.72879491e-05
5.80880881e-01 6.57347418e-05
5.81581582e-01 6.42973055e-05
5.82282282e-01 6.30260927e-05
5.82982983e-01 6.19715557e-05
5.83683684e-01 6.11222198e-05
5.84384384e-01 6.02896832e-05
5.85085085e-01 5.94672061e-05
5.85785786e-01 5.86670054e-05
5.86486486e-01 5.79012982e-05
5.87187187e-01 5.71823014e-05
5.87887888e-01 5.65222320e-05
5.88588589e-01 5.59333070e-05
5.89289289e-01 5.54277433e-05
5.89989990e-01 5.50177579e-05
5.90690691e-01 5.47155679e-05
5.91391391e-01 5.45333901e-05
5.92092092e-01 5.44833993e-05
5.92792793e-01 5.45682282e-05
5.93493493e-01 5.47704750e-05
5.94194194e-01 5.50703765e-05
5.94894895e-01 5.54481692e-05
5.95595596e-01 5.58840899e-05
5.96296296e-01 5.63583751e-05
5.96996997e-01 5.68512617e-05
5.97697698e-01 5.73429862e-05
5.98398398e-01 5.78137853e-05
5.99099099e-01 5.82438956e-05
5.99799800e-01 5.86135539e-05
6.00500501e-01 5.89029968e-05
6.01201201e-01 5.90924609e-05
6.01901902e-01 5.91621830e-05
6.02602603e-01 5.91622211e-05
6.03303303e-01 5.91622211e-05
6.04004004e-01 5.91622211e-05
6.04704705e-01 5.91622211e-05
6.05405405e-01 5.91622211e-05
6.06106106e-01 5.91622211e-05
6.06806807e-01 5.91622211e-05
6.07507508e-01 5.91622211e-05
6.08208208e-01 5.91622211e-05
6.08908909e-01 5.91622211e-05
6.09609610e-01 5.91622211e-05
6.10310310e-01 5.91622211e-05
6.11011011e-01 5.91622211e-05
6.11711712e-01 5.91622211e-05
6.12412412e-01 5.91622211e-05
6.13113113e-01 5.91622211e-05
6.13813814e-01 5.91622211e-05
6.14514515e-01 5.92143293e-05
6.15215215e-01 5.96240520e-05
6.15915916e-01 6.03633454e-05
6.16616617e-01 6.13385707e-05
6.17317317e-01 6.24560893e-05
6.18018018e-01 6.36222625e-05
6.18718719e-01 6.47434516e-05
6.19419419e-01 6.57260181e-05
6.20120120e-01 6.64763232e-05
6.20820821e-01 6.69007282e-05
6.21521522e-01 6.69491506e-05
6.22222222e-01 6.68472315e-05
6.22922923e-01 6.66493674e-05
6.23623624e-01 6.63639145e-05
6.24324324e-01 6.59992295e-05
6.25025025e-01 6.55636686e-05
6.25725726e-01 6.50655884e-05
6.26426426e-01 6.45133453e-05
6.27127127e-01 6.39152956e-05
6.27827828e-01 6.32797959e-05
6.28528529e-01 6.25519588e-05
6.29229229e-01 6.13700641e-05
6.29929930e-01 5.97652926e-05
6.30630631e-01 5.78457899e-05
6.31331331e-01 5.57197016e-05
6.32032032e-01 5.34951731e-05
6.32732733e-01 5.12803501e-05
6.33433433e-01 4.91833782e-05
6.34134134e-01 4.73124028e-05
6.34834835e-01 4.57443433e-05
6.35535536e-01 4.41440874e-05
6.36236236e-01 4.24760878e-05
6.36936937e-01 4.08487567e-05
6.37637638e-01 3.93705061e-05
6.38338338e-01 3.81497483e-05
6.39039039e-01 3.72948952e-05
6.39739740e-01 3.69143591e-05
6.40440440e-01 3.69046012e-05
6.41141141e-01 3.69046012e-05
6.41841842e-01 3.69046012e-05
6.42542543e-01 3.69046012e-05
6.43243243e-01 3.69046012e-05
6.43943944e-01 3.69046012e-05
6.44644645e-01 3.69046012e-05
6.45345345e-01 3.69046012e-05
6.46046046e-01 3.69046012e-05
6.46746747e-01 3.70523806e-05
6.47447447e-01 3.77599317e-05
6.48148148e-01 3.88749814e-05
6.48848849e-01 4.01999033e-05
6.49549550e-01 4.15370709e-05
6.50250250e-01 4.26888579e-05
6.50950951e-01 4.34576378e-05
6.51651652e-01 4.39581833e-05
6.52352352e-01 4.44413319e-05
6.53053053e-01 4.48935263e-05
6.53753754e-01 4.53011699e-05
6.54454454e-01 4.56506658e-05
6.55155155e-01 4.59284174e-05
6.55855856e-01 4.61208280e-05
6.56556557e-01 4.62143008e-05
6.57257257e-01 4.62028801e-05
6.57957958e-01 4.61099541e-05
6.58658659e-01 4.59481393e-05
6.59359359e-01 4.57284419e-05
6.60060060e-01 4.54618686e-05
6.60760761e-01 4.51594257e-05
6.61461461e-01 4.48321196e-05
6.62162162e-01 4.44909568e-05
6.62862863e-01 4.41469437e-05
6.63563564e-01 4.38110868e-05
6.64264264e-01 4.34943924e-05
6.64964965e-01 4.32078670e-05
6.65665666e-01 4.29625171e-05
6.66366366e-01 4.27693491e-05
6.67067067e-01 4.26393693e-05
6.67767768e-01 4.25835844e-05
6.68468468e-01 4.27242213e-05
6.69169169e-01 4.32419020e-05
6.69869870e-01 4.40800872e-05
6.70570571e-01 4.51769119e-05
6.71271271e-01 4.64705108e-05
6.71971972e-01 4.78990188e-05
6.72672673e-01 4.94095079e-05
6.73373373e-01 5.13809582e-05
6.74074074e-01 5.39917311e-05
6.74774775e-01 5.71735982e-05
6.75475475e-01 6.08583311e-05
6.76176176e-01 6.49777015e-05
6.76876877e-01 6.94634808e-05
6.77577578e-01 7.42474407e-05
6.78278278e-01 7.92613529e-05
6.78978979e-01 8.44369890e-05
6.79679680e-01 8.97061205e-05
6.80380380e-01 9.50377487e-05
6.81081081e-01 1.00862187e-04
6.81781782e-01 1.07271767e-04
6.82482482e-01 1.14203825e-04
6.83183183e-01 1.21595699e-04
6.83883884e-01 1.29384724e-04
6.84584585e-01 1.37508237e-04
6.85285285e-01 1.45903575e-04
6.85985986e-01 1.55709398e-04
6.86686687e-01 1.64700323e-04
6.87387387e-01 1.71894580e-04
6.88088088e-01 1.78909683e-04
6.88788789e-01 1.85336878e-04
6.89489489e-01 1.90767411e-04
6.90190190e-01 1.94792530e-04
6.90890891e-01 1.97003482e-04
6.91591592e-01 1.97246446e-04
6.92292292e-01 1.96821861e-04
6.92992993e-01 1.96007383e-04
6.93693694e-01 1.94840183e-04
6.94394394e-01 1.93357433e-04
6.95095095e-01 1.91596304e-04
6.95795796e-01 1.89593967e-04
6.96496496e-01 1.86446627e-04
6.97197197e-01 1.80709834e-04
6.97897898e-01 1.72837159e-04
6.98598599e-01 1.63322478e-04
6.99299299e-01 1.52659668e-04
7.00000000e-01 1.41342607e-04
